,Bath(s),Area(Marla),Bedroom(s),Servant Quarters,Kitchens,Store Rooms,Building,Main Location,luxury_type,Parking Spaces,Floor,Elevators,Floor in Building,Price per Unit,Property era,Floor Level,Building Type,Elevator Capacity
1054,4.0,17.0,4.0,0.0,1.0,0.0,New Blue Area,New Blue Area,0,1.0,1.0,1.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
103,2.0,5.0,2.0,1.0,1.0,1.0,E-11,E-11,0,1.0,2.0,1.0,6.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
5189,2.0,9.0,2.0,1.0,1.0,1.0,F-11,F-11,0,1.0,1.0,4.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Multiple Bank
1877,3.0,8.0,3.0,0.0,1.0,0.0,Capital Square,B-17,0,2.0,4.0,4.0,17.0,0.0,Recently Built,Lower Floors,High Rise,Multiple Bank
4557,2.0,6.0,2.0,1.0,1.0,1.0,Gulberg Heights,Gulberg Greens,0,1.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
1116,2.0,5.0,2.0,0.0,1.0,0.0,River Garden,River Garden,0,1.0,2.0,3.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
3722,4.0,10.0,3.0,1.0,1.0,1.0,Goldcrest Highlife,DHA Phase 2,0,1.0,1.0,6.0,1.0,0.0,Future,Ground/First Floor,Ground/Flat,High-Capacity
4615,1.0,2.0,1.0,1.0,1.0,1.0,Smama Star Mall & Residency,Gulberg Greens,0,1.0,1.0,4.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
1620,3.0,12.0,3.0,2.0,1.0,2.0,Al-Safa Heights,F-11,0,1.0,1.0,4.0,8.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
3088,2.0,4.0,2.0,1.0,2.0,0.0,B-17,B-17,1,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
5584,2.0,4.0,2.0,1.0,1.0,1.0,F-17,F-17,0,1.0,1.0,1.0,6.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
5998,3.0,6.0,3.0,1.0,1.0,1.0,Residency,DHA Phase 2,0,1.0,8.0,2.0,10.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Dual Setup
1439,3.0,6.0,3.0,1.0,1.0,1.0,El Cielo,GT Road,1,1.0,1.0,1.0,10.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2933,2.0,5.0,2.0,1.0,1.0,1.0,I-11,I-11,1,1.0,1.0,1.0,4.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
5138,1.0,2.0,1.0,2.0,1.0,1.0,Sapphire Heights,DHA Phase 2,0,4.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
502,1.0,3.0,1.0,2.0,1.0,2.0,Top City 1,Top City 1,0,1.0,6.0,1.0,9.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Single/None
3356,3.0,8.0,3.0,1.0,1.0,1.0,The Galleria,Bahria Enclave,0,2.0,1.0,1.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
4332,3.0,5.0,3.0,1.0,1.0,1.0,Smama Star Mall & Residency,Gulberg Greens,1,1.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
5452,1.0,4.0,1.0,1.0,1.0,1.0,Sofia Sapphire,Mumtaz City,0,1.0,6.0,6.0,14.0,0.0,Brand New (2025),Mid-Level,High Rise,High-Capacity
383,4.0,13.0,3.0,1.0,1.0,0.0,F-10,F-10,0,1.0,1.0,1.0,1.0,1.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
5832,4.0,13.0,4.0,1.0,1.0,1.0,DHA Phase 2,DHA Phase 2,0,1.0,1.0,1.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
1341,2.0,3.0,2.0,1.0,1.0,1.0,E-17,E-17,0,4.0,4.0,2.0,12.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
4673,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,0,1.0,1.0,2.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
1902,3.0,12.0,3.0,1.0,1.0,1.0,Askari Tower 2,DHA Phase 2,0,2.0,5.0,2.0,7.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
481,1.0,4.0,1.0,1.0,1.0,1.0,Robinas Luxury Residences,Bani Gala,0,1.0,4.0,2.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
6435,2.0,4.0,2.0,1.0,1.0,1.0,D-17,D-17,0,1.0,1.0,1.0,4.0,0.0,Modern Era,Ground/First Floor,Lower Levels,Single/None
4055,1.0,2.0,1.0,1.0,1.0,1.0,Khanna Pul,Khanna Pul,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
4252,2.0,6.0,2.0,1.0,1.0,1.0,Top City 1,Top City 1,0,4.0,2.0,4.0,12.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
4366,1.0,3.0,1.0,1.0,1.0,1.0,DHA Phase 1,DHA Phase 1,0,4.0,7.0,2.0,7.0,0.0,Brand New (2025),Mid-Level,Mid Rise Core,Dual Setup
4931,2.0,6.0,3.0,1.0,1.0,1.0,I-8,I-8,0,1.0,1.0,1.0,2.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
3332,1.0,2.0,1.0,0.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,5.0,2.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
5650,1.0,2.0,1.0,1.0,2.0,1.0,E-17,E-17,0,4.0,4.0,2.0,12.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
4348,1.0,1.0,1.0,1.0,1.0,1.0,Top City 1,Top City 1,0,1.0,3.0,1.0,6.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
